gene,term
INPP1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
IPMK,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCD1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCB3,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCB4,KEGG_INOSITOL_PHOSPHATE_METABOLISM
MIOX,KEGG_INOSITOL_PHOSPHATE_METABOLISM
TPI1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP5A,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP5B,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP4A,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPPL1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
SYNJ2,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP4K2B,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCD3,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIKFYVE,KEGG_INOSITOL_PHOSPHATE_METABOLISM
IMPA1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
IMPA2,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP5K1A,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP5K1B,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ISYNA1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP5J,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP5K,KEGG_INOSITOL_PHOSPHATE_METABOLISM
SYNJ1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCD4,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ITPKA,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ITPKB,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ITPK1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
CDIPT,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP4B,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCE1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ALDH6A1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP5K1C,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3C3,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3C2B,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3C2G,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP4K2A,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3C2A,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PTEN,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIP4K2C,KEGG_INOSITOL_PHOSPHATE_METABOLISM
MINPP1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
IPPK,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3CA,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3CB,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3CD,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCG1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCG2,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PLCZ1,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PI4KB,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PIK3CG,KEGG_INOSITOL_PHOSPHATE_METABOLISM
INPP5E,KEGG_INOSITOL_PHOSPHATE_METABOLISM
OCRL,KEGG_INOSITOL_PHOSPHATE_METABOLISM
PI4KA,KEGG_INOSITOL_PHOSPHATE_METABOLISM
ACSS2,KEGG_PYRUVATE_METABOLISM
PCK2,KEGG_PYRUVATE_METABOLISM
ME3,KEGG_PYRUVATE_METABOLISM
GRHPR,KEGG_PYRUVATE_METABOLISM
PDHB,KEGG_PYRUVATE_METABOLISM
PCK1,KEGG_PYRUVATE_METABOLISM
PDHA1,KEGG_PYRUVATE_METABOLISM
ALDH1B1,KEGG_PYRUVATE_METABOLISM
PDHA2,KEGG_PYRUVATE_METABOLISM
HAGH,KEGG_PYRUVATE_METABOLISM
ALDH2,KEGG_PYRUVATE_METABOLISM
ACAT2,KEGG_PYRUVATE_METABOLISM
ACAT1,KEGG_PYRUVATE_METABOLISM
LDHC,KEGG_PYRUVATE_METABOLISM
LDHD,KEGG_PYRUVATE_METABOLISM
HAGHL,KEGG_PYRUVATE_METABOLISM
ACSS1,KEGG_PYRUVATE_METABOLISM
LDHB,KEGG_PYRUVATE_METABOLISM
ACYP2,KEGG_PYRUVATE_METABOLISM
ME1,KEGG_PYRUVATE_METABOLISM
ACYP1,KEGG_PYRUVATE_METABOLISM
ALDH9A1,KEGG_PYRUVATE_METABOLISM
ALDH3A2,KEGG_PYRUVATE_METABOLISM
ME2,KEGG_PYRUVATE_METABOLISM
DLD,KEGG_PYRUVATE_METABOLISM
MDH2,KEGG_PYRUVATE_METABOLISM
DLAT,KEGG_PYRUVATE_METABOLISM
MDH1,KEGG_PYRUVATE_METABOLISM
ALDH7A1,KEGG_PYRUVATE_METABOLISM
PC,KEGG_PYRUVATE_METABOLISM
GLO1,KEGG_PYRUVATE_METABOLISM
LDHAL6B,KEGG_PYRUVATE_METABOLISM
LDHA,KEGG_PYRUVATE_METABOLISM
ACACB,KEGG_PYRUVATE_METABOLISM
ACACA,KEGG_PYRUVATE_METABOLISM
PKLR,KEGG_PYRUVATE_METABOLISM
AKR1B1,KEGG_PYRUVATE_METABOLISM
LDHAL6A,KEGG_PYRUVATE_METABOLISM
PKM,KEGG_PYRUVATE_METABOLISM
ACOT12,KEGG_PYRUVATE_METABOLISM
ACO1,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
GLYCTK,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MTHFD2,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
GRHPR,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
CS,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
HAO1,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MDH2,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MDH1,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MTHFD2L,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
PGP,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MTHFD1L,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
MTHFD1,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
HAO2,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
AFMID,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
HYI,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
ACO2,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
ACSS2,KEGG_PROPANOATE_METABOLISM
ALDH1B1,KEGG_PROPANOATE_METABOLISM
ABAT,KEGG_PROPANOATE_METABOLISM
SUCLG2P2,KEGG_PROPANOATE_METABOLISM
ALDH2,KEGG_PROPANOATE_METABOLISM
ACADM,KEGG_PROPANOATE_METABOLISM
ACAT2,KEGG_PROPANOATE_METABOLISM
ACAT1,KEGG_PROPANOATE_METABOLISM
LDHC,KEGG_PROPANOATE_METABOLISM
MCEE,KEGG_PROPANOATE_METABOLISM
HADHA,KEGG_PROPANOATE_METABOLISM
ALDH6A1,KEGG_PROPANOATE_METABOLISM
ACSS1,KEGG_PROPANOATE_METABOLISM
LDHB,KEGG_PROPANOATE_METABOLISM
ECHS1,KEGG_PROPANOATE_METABOLISM
ALDH9A1,KEGG_PROPANOATE_METABOLISM
ALDH3A2,KEGG_PROPANOATE_METABOLISM
PCCB,KEGG_PROPANOATE_METABOLISM
HIBCH,KEGG_PROPANOATE_METABOLISM
EHHADH,KEGG_PROPANOATE_METABOLISM
PCCA,KEGG_PROPANOATE_METABOLISM
ALDH7A1,KEGG_PROPANOATE_METABOLISM
LDHAL6B,KEGG_PROPANOATE_METABOLISM
SUCLG1,KEGG_PROPANOATE_METABOLISM
MLYCD,KEGG_PROPANOATE_METABOLISM
LDHA,KEGG_PROPANOATE_METABOLISM
SUCLA2,KEGG_PROPANOATE_METABOLISM
ACACB,KEGG_PROPANOATE_METABOLISM
MMUT,KEGG_PROPANOATE_METABOLISM
SUCLG2,KEGG_PROPANOATE_METABOLISM
ACACA,KEGG_PROPANOATE_METABOLISM
ACSS3,KEGG_PROPANOATE_METABOLISM
LDHAL6A,KEGG_PROPANOATE_METABOLISM
AACS,KEGG_BUTANOATE_METABOLISM
PDHB,KEGG_BUTANOATE_METABOLISM
ALDH1B1,KEGG_BUTANOATE_METABOLISM
ACADS,KEGG_BUTANOATE_METABOLISM
PDHA1,KEGG_BUTANOATE_METABOLISM
ABAT,KEGG_BUTANOATE_METABOLISM
PDHA2,KEGG_BUTANOATE_METABOLISM
ALDH2,KEGG_BUTANOATE_METABOLISM
ACAT2,KEGG_BUTANOATE_METABOLISM
ACAT1,KEGG_BUTANOATE_METABOLISM
OXCT1,KEGG_BUTANOATE_METABOLISM
HADH,KEGG_BUTANOATE_METABOLISM
BDH1,KEGG_BUTANOATE_METABOLISM
HADHA,KEGG_BUTANOATE_METABOLISM
ACSM1,KEGG_BUTANOATE_METABOLISM
HMGCL,KEGG_BUTANOATE_METABOLISM
AKR1B10,KEGG_BUTANOATE_METABOLISM
ECHS1,KEGG_BUTANOATE_METABOLISM
ALDH9A1,KEGG_BUTANOATE_METABOLISM
GAD1,KEGG_BUTANOATE_METABOLISM
ALDH3A2,KEGG_BUTANOATE_METABOLISM
ACSM3,KEGG_BUTANOATE_METABOLISM
GAD2,KEGG_BUTANOATE_METABOLISM
ACSM4,KEGG_BUTANOATE_METABOLISM
HMGCS2,KEGG_BUTANOATE_METABOLISM
EHHADH,KEGG_BUTANOATE_METABOLISM
HMGCS1,KEGG_BUTANOATE_METABOLISM
ALDH7A1,KEGG_BUTANOATE_METABOLISM
ALDH5A1,KEGG_BUTANOATE_METABOLISM
BDH2,KEGG_BUTANOATE_METABOLISM
OXCT2,KEGG_BUTANOATE_METABOLISM
ACSM2A,KEGG_BUTANOATE_METABOLISM
ACSM5,KEGG_BUTANOATE_METABOLISM
L2HGDH,KEGG_BUTANOATE_METABOLISM
MTHFD2,KEGG_ONE_CARBON_POOL_BY_FOLATE
GART,KEGG_ONE_CARBON_POOL_BY_FOLATE
TYMS,KEGG_ONE_CARBON_POOL_BY_FOLATE
FTCD,KEGG_ONE_CARBON_POOL_BY_FOLATE
ALDH1L1,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTHFS,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTFMT,KEGG_ONE_CARBON_POOL_BY_FOLATE
AMT,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTHFD2L,KEGG_ONE_CARBON_POOL_BY_FOLATE
DHFR,KEGG_ONE_CARBON_POOL_BY_FOLATE
SHMT1,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTHFD1L,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTHFD1,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTR,KEGG_ONE_CARBON_POOL_BY_FOLATE
ATIC,KEGG_ONE_CARBON_POOL_BY_FOLATE
MTHFR,KEGG_ONE_CARBON_POOL_BY_FOLATE
SHMT2,KEGG_ONE_CARBON_POOL_BY_FOLATE
QDPR,KEGG_FOLATE_BIOSYNTHESIS
ALPP,KEGG_FOLATE_BIOSYNTHESIS
ALPG,KEGG_FOLATE_BIOSYNTHESIS
DHFR,KEGG_FOLATE_BIOSYNTHESIS
GGH,KEGG_FOLATE_BIOSYNTHESIS
GCH1,KEGG_FOLATE_BIOSYNTHESIS
FPGS,KEGG_FOLATE_BIOSYNTHESIS
SPR,KEGG_FOLATE_BIOSYNTHESIS
ALPL,KEGG_FOLATE_BIOSYNTHESIS
PTS,KEGG_FOLATE_BIOSYNTHESIS
ALPI,KEGG_FOLATE_BIOSYNTHESIS
RPE65,KEGG_RETINOL_METABOLISM
CYP3A5,KEGG_RETINOL_METABOLISM
UGT2B28,KEGG_RETINOL_METABOLISM
CYP4A11,KEGG_RETINOL_METABOLISM
CYP3A4,KEGG_RETINOL_METABOLISM
RDH8,KEGG_RETINOL_METABOLISM
DHRS3,KEGG_RETINOL_METABOLISM
CYP2C18,KEGG_RETINOL_METABOLISM
ADH1B,KEGG_RETINOL_METABOLISM
ADH1C,KEGG_RETINOL_METABOLISM
ADH4,KEGG_RETINOL_METABOLISM
ADH5,KEGG_RETINOL_METABOLISM
DGAT2,KEGG_RETINOL_METABOLISM
ADH1A,KEGG_RETINOL_METABOLISM
BCO1,KEGG_RETINOL_METABOLISM
RDH10,KEGG_RETINOL_METABOLISM
CYP26A1,KEGG_RETINOL_METABOLISM
UGT2B11,KEGG_RETINOL_METABOLISM
CYP2C9,KEGG_RETINOL_METABOLISM
AWAT2,KEGG_RETINOL_METABOLISM
CYP26C1,KEGG_RETINOL_METABOLISM
CYP2C19,KEGG_RETINOL_METABOLISM
CYP2C8,KEGG_RETINOL_METABOLISM
CYP2B6,KEGG_RETINOL_METABOLISM
UGT2A3,KEGG_RETINOL_METABOLISM
CYP2A13,KEGG_RETINOL_METABOLISM
UGT1A4,KEGG_RETINOL_METABOLISM
CYP3A7,KEGG_RETINOL_METABOLISM
UGT1A1,KEGG_RETINOL_METABOLISM
UGT1A3,KEGG_RETINOL_METABOLISM
CYP26B1,KEGG_RETINOL_METABOLISM
DHRS9,KEGG_RETINOL_METABOLISM
UGT1A10,KEGG_RETINOL_METABOLISM
DGAT1,KEGG_RETINOL_METABOLISM
UGT1A8,KEGG_RETINOL_METABOLISM
UGT1A7,KEGG_RETINOL_METABOLISM
UGT1A6,KEGG_RETINOL_METABOLISM
ALDH1A1,KEGG_RETINOL_METABOLISM
RETSAT,KEGG_RETINOL_METABOLISM
RDH12,KEGG_RETINOL_METABOLISM
LRAT,KEGG_RETINOL_METABOLISM
RDH11,KEGG_RETINOL_METABOLISM
UGT1A5,KEGG_RETINOL_METABOLISM
CYP2A6,KEGG_RETINOL_METABOLISM
CYP2A7,KEGG_RETINOL_METABOLISM
CYP4A22,KEGG_RETINOL_METABOLISM
DHRS4,KEGG_RETINOL_METABOLISM
CYP1A1,KEGG_RETINOL_METABOLISM
CYP1A2,KEGG_RETINOL_METABOLISM
ADH7,KEGG_RETINOL_METABOLISM
ADH6,KEGG_RETINOL_METABOLISM
UGT2A1,KEGG_RETINOL_METABOLISM
ALDH1A2,KEGG_RETINOL_METABOLISM
CYP3A43,KEGG_RETINOL_METABOLISM
DHRS4L2,KEGG_RETINOL_METABOLISM
RDH16,KEGG_RETINOL_METABOLISM
UGT1A9,KEGG_RETINOL_METABOLISM
RDH5,KEGG_RETINOL_METABOLISM
UGT2B10,KEGG_RETINOL_METABOLISM
UGT2B7,KEGG_RETINOL_METABOLISM
PNPLA4,KEGG_RETINOL_METABOLISM
UGT2B4,KEGG_RETINOL_METABOLISM
UGT2B17,KEGG_RETINOL_METABOLISM
UGT2B15,KEGG_RETINOL_METABOLISM
ALAS1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
COX10,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A10,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
ALAS2,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A8,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A7,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
ALAD,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A6,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
CPOX,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
BLVRA,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B28,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
BLVRB,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A5,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UROS,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HCCS,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2A1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
GUSB,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
FTMT,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A9,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
MMAB,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
FECH,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMOX1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMOX2,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B11,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
PPOX,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
FTH1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B10,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B7,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UROD,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B4,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
COX15,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMBS,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
CP,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2A3,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A4,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
EARS2,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B17,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
EPRS1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT2B15,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
UGT1A3,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
GGPS1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
PDSS1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMGCS2,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
IDI2,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMGCS1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
MVK,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
ACAT2,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
ACAT1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
FDPS,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
PDSS2,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
PMVK,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
DHDDS,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
MVD,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMGCR,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
IDI1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
"NAA80",KEGG_LIMONENE_AND_PINENE_DEGRADATION
ECHS1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
ALDH9A1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
ALDH3A2,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HADHA,KEGG_LIMONENE_AND_PINENE_DEGRADATION
ALDH1B1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
EHHADH,KEGG_LIMONENE_AND_PINENE_DEGRADATION
YOD1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
ALDH2,KEGG_LIMONENE_AND_PINENE_DEGRADATION
ALDH7A1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
CA5A,KEGG_NITROGEN_METABOLISM
CA5B,KEGG_NITROGEN_METABOLISM
CA6,KEGG_NITROGEN_METABOLISM
CA12,KEGG_NITROGEN_METABOLISM
CA7,KEGG_NITROGEN_METABOLISM
GLUD2,KEGG_NITROGEN_METABOLISM
CA2,KEGG_NITROGEN_METABOLISM
CPS1,KEGG_NITROGEN_METABOLISM
CA3,KEGG_NITROGEN_METABOLISM
CA4,KEGG_NITROGEN_METABOLISM
GLS2,KEGG_NITROGEN_METABOLISM
GLUL,KEGG_NITROGEN_METABOLISM
CA8,KEGG_NITROGEN_METABOLISM
CA14,KEGG_NITROGEN_METABOLISM
GLUD1,KEGG_NITROGEN_METABOLISM
CA9,KEGG_NITROGEN_METABOLISM
CA1,KEGG_NITROGEN_METABOLISM
GLS,KEGG_NITROGEN_METABOLISM
AMT,KEGG_NITROGEN_METABOLISM
HAL,KEGG_NITROGEN_METABOLISM
ASNS,KEGG_NITROGEN_METABOLISM
CA13,KEGG_NITROGEN_METABOLISM
CTH,KEGG_NITROGEN_METABOLISM
SULT1E1,KEGG_SULFUR_METABOLISM
PAPSS1,KEGG_SULFUR_METABOLISM
SULT1A4,KEGG_SULFUR_METABOLISM
SULT1A3,KEGG_SULFUR_METABOLISM
PAPSS2,KEGG_SULFUR_METABOLISM
CHST11,KEGG_SULFUR_METABOLISM
SULT1A1,KEGG_SULFUR_METABOLISM
SULT2B1,KEGG_SULFUR_METABOLISM
SUOX,KEGG_SULFUR_METABOLISM
BPNT1,KEGG_SULFUR_METABOLISM
CHST13,KEGG_SULFUR_METABOLISM
SULT1A2,KEGG_SULFUR_METABOLISM
CHST12,KEGG_SULFUR_METABOLISM
CYP2F1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2E1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
AKR1C4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
EPHX1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP3A5,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT2B28,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP3A4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTP1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTT2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTT1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
AKR1C3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTZ1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2C18,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH1B,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2S1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH1C,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH5,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTO1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH1A,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTA5,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
MGST2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
MGST1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
MGST3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTA3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTM1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT2B11,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2C9,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTA4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2C19,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTM4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2C8,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTM3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP2B6,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTM2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT2A3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A4,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP3A7,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTM5,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A10,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A8,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A7,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTA1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A6,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTA2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ALDH3A1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT1A5,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
GSTK1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
AKR1C2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
AKR1C1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP1A1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH7,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP1A2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP1B1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ADH6,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
UGT2A1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ALDH1A3,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ALDH3B1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ALDH3B2,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
CYP3A43,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
