gene,term
B3GNT2,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
CHST1,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
B4GALT1,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
B3GNT7,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
ST3GAL2,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
B4GALT3,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
ST3GAL1,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
B4GALT2,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
B4GALT4,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
CHST4,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
ST3GAL3,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
FUT8,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
CHST6,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
MBOAT2,KEGG_GLYCEROLIPID_METABOLISM
GPAM,KEGG_GLYCEROLIPID_METABOLISM
LIPG,KEGG_GLYCEROLIPID_METABOLISM
DGKZ,KEGG_GLYCEROLIPID_METABOLISM
DGKE,KEGG_GLYCEROLIPID_METABOLISM
DGKD,KEGG_GLYCEROLIPID_METABOLISM
DGKH,KEGG_GLYCEROLIPID_METABOLISM
MBOAT1,KEGG_GLYCEROLIPID_METABOLISM
GK,KEGG_GLYCEROLIPID_METABOLISM
DGAT2,KEGG_GLYCEROLIPID_METABOLISM
GK2,KEGG_GLYCEROLIPID_METABOLISM
GLA,KEGG_GLYCEROLIPID_METABOLISM
ALDH7A1,KEGG_GLYCEROLIPID_METABOLISM
AGK,KEGG_GLYCEROLIPID_METABOLISM
TKFC,KEGG_GLYCEROLIPID_METABOLISM
AGPAT3,KEGG_GLYCEROLIPID_METABOLISM
AWAT2,KEGG_GLYCEROLIPID_METABOLISM
AGPAT4,KEGG_GLYCEROLIPID_METABOLISM
AKR1B1,KEGG_GLYCEROLIPID_METABOLISM
PNLIPRP2,KEGG_GLYCEROLIPID_METABOLISM
PNLIPRP1,KEGG_GLYCEROLIPID_METABOLISM
PNLIP,KEGG_GLYCEROLIPID_METABOLISM
DGAT1,KEGG_GLYCEROLIPID_METABOLISM
GLYCTK,KEGG_GLYCEROLIPID_METABOLISM
LPL,KEGG_GLYCEROLIPID_METABOLISM
ALDH1B1,KEGG_GLYCEROLIPID_METABOLISM
DGKQ,KEGG_GLYCEROLIPID_METABOLISM
ALDH2,KEGG_GLYCEROLIPID_METABOLISM
DGKB,KEGG_GLYCEROLIPID_METABOLISM
DGKG,KEGG_GLYCEROLIPID_METABOLISM
AKR1A1,KEGG_GLYCEROLIPID_METABOLISM
DGKA,KEGG_GLYCEROLIPID_METABOLISM
PLPP3,KEGG_GLYCEROLIPID_METABOLISM
LIPC,KEGG_GLYCEROLIPID_METABOLISM
DGKI,KEGG_GLYCEROLIPID_METABOLISM
LCLAT1,KEGG_GLYCEROLIPID_METABOLISM
GPAT3,KEGG_GLYCEROLIPID_METABOLISM
MGLL,KEGG_GLYCEROLIPID_METABOLISM
GPAT4,KEGG_GLYCEROLIPID_METABOLISM
ALDH9A1,KEGG_GLYCEROLIPID_METABOLISM
ALDH3A2,KEGG_GLYCEROLIPID_METABOLISM
PNPLA3,KEGG_GLYCEROLIPID_METABOLISM
PLPP1,KEGG_GLYCEROLIPID_METABOLISM
PLPP2,KEGG_GLYCEROLIPID_METABOLISM
AGPAT1,KEGG_GLYCEROLIPID_METABOLISM
AGPAT2,KEGG_GLYCEROLIPID_METABOLISM
CEL,KEGG_GLYCEROLIPID_METABOLISM
GPAT2,KEGG_GLYCEROLIPID_METABOLISM
LIPF,KEGG_GLYCEROLIPID_METABOLISM
PIGP,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGW,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGM,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGN,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGS,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGF,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
DPM2,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGQ,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGH,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGO,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGG,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGZ,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
GPAA1,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGU,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PGAP1,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGT,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGK,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGY,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGL,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGV,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGB,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGX,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGA,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
GPLD1,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PIGC,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
PEMT,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G15,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPD1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPD1L,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LPGAT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPAM,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
MBOAT2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
MBOAT7,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CHAT,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LPCAT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PTDSS1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
ACHE,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G3,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKZ,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
ETNK1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKE,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKD,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PCYT1A,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKH,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
JMJD7-PLA2G4B,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CHPT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
MBOAT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G6,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G2E,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G10,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LPCAT3,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G2A,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
ETNK2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G4A,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G5,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G12B,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G4B,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PTDSS2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G2F,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PCYT2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CDS1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
AGPAT3,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
AGPAT4,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PGS1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LYPLA1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G1B,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
ADPRM,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CDIPT,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKQ,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CDS2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKB,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKG,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLPP3,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKA,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
DGKI,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PHOSPHO1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LCLAT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
TAZ,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPAT3,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GNPAT,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LPCAT4,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G4E,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPAT4,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CHKA,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLPP1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLPP2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LYPLA2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G2C,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
AGPAT1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G2D,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LPCAT2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLA2G12A,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
AGPAT2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLD1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CHKB,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PISD,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PLD2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
PCYT1B,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPAT2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
LCAT,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
CRLS1,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
GPD2,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
ENPP2,KEGG_ETHER_LIPID_METABOLISM
PAFAH1B1,KEGG_ETHER_LIPID_METABOLISM
PLPP3,KEGG_ETHER_LIPID_METABOLISM
LPCAT1,KEGG_ETHER_LIPID_METABOLISM
PLA2G3,KEGG_ETHER_LIPID_METABOLISM
ENPP6,KEGG_ETHER_LIPID_METABOLISM
LPCAT4,KEGG_ETHER_LIPID_METABOLISM
PLA2G4E,KEGG_ETHER_LIPID_METABOLISM
JMJD7-PLA2G4B,KEGG_ETHER_LIPID_METABOLISM
CHPT1,KEGG_ETHER_LIPID_METABOLISM
AGPS,KEGG_ETHER_LIPID_METABOLISM
PLA2G6,KEGG_ETHER_LIPID_METABOLISM
PAFAH1B3,KEGG_ETHER_LIPID_METABOLISM
PLA2G2E,KEGG_ETHER_LIPID_METABOLISM
PLA2G10,KEGG_ETHER_LIPID_METABOLISM
PAFAH2,KEGG_ETHER_LIPID_METABOLISM
PLA2G2A,KEGG_ETHER_LIPID_METABOLISM
PLA2G4A,KEGG_ETHER_LIPID_METABOLISM
PLA2G5,KEGG_ETHER_LIPID_METABOLISM
PLA2G12B,KEGG_ETHER_LIPID_METABOLISM
PLA2G4B,KEGG_ETHER_LIPID_METABOLISM
PLA2G7,KEGG_ETHER_LIPID_METABOLISM
PLA2G2F,KEGG_ETHER_LIPID_METABOLISM
PLPP1,KEGG_ETHER_LIPID_METABOLISM
PLPP2,KEGG_ETHER_LIPID_METABOLISM
PLA2G2C,KEGG_ETHER_LIPID_METABOLISM
PAFAH1B2,KEGG_ETHER_LIPID_METABOLISM
PLA2G2D,KEGG_ETHER_LIPID_METABOLISM
LPCAT2,KEGG_ETHER_LIPID_METABOLISM
PLD1,KEGG_ETHER_LIPID_METABOLISM
PLA2G12A,KEGG_ETHER_LIPID_METABOLISM
PLD2,KEGG_ETHER_LIPID_METABOLISM
PLA2G1B,KEGG_ETHER_LIPID_METABOLISM
EPHX2,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2E1,KEGG_ARACHIDONIC_ACID_METABOLISM
ALOX5,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP4A11,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2J2,KEGG_ARACHIDONIC_ACID_METABOLISM
GGT1,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G3,KEGG_ARACHIDONIC_ACID_METABOLISM
AKR1C3,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGIS,KEGG_ARACHIDONIC_ACID_METABOLISM
ALOX12B,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP4F2,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2C18,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGES2,KEGG_ARACHIDONIC_ACID_METABOLISM
ALOX15B,KEGG_ARACHIDONIC_ACID_METABOLISM
ALOX15,KEGG_ARACHIDONIC_ACID_METABOLISM
JMJD7-PLA2G4B,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G6,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G2E,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G10,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G2A,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G4A,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G5,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGS2,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G12B,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGS1,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G4B,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G2F,KEGG_ARACHIDONIC_ACID_METABOLISM
ALOX12,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2C9,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX7,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX6,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2C19,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2C8,KEGG_ARACHIDONIC_ACID_METABOLISM
CBR1,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2B6,KEGG_ARACHIDONIC_ACID_METABOLISM
CBR3,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2U1,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G1B,KEGG_ARACHIDONIC_ACID_METABOLISM
LTA4H,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGES,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX5,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX1,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP4A22,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX2,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX3,KEGG_ARACHIDONIC_ACID_METABOLISM
GPX4,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP4F3,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G4E,KEGG_ARACHIDONIC_ACID_METABOLISM
LTC4S,KEGG_ARACHIDONIC_ACID_METABOLISM
GGT6,KEGG_ARACHIDONIC_ACID_METABOLISM
GGT7,KEGG_ARACHIDONIC_ACID_METABOLISM
GGT5,KEGG_ARACHIDONIC_ACID_METABOLISM
HPGDS,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G2C,KEGG_ARACHIDONIC_ACID_METABOLISM
PTGDS,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G2D,KEGG_ARACHIDONIC_ACID_METABOLISM
PLA2G12A,KEGG_ARACHIDONIC_ACID_METABOLISM
TBXAS1,KEGG_ARACHIDONIC_ACID_METABOLISM
CYP2E1,KEGG_LINOLEIC_ACID_METABOLISM
CYP3A5,KEGG_LINOLEIC_ACID_METABOLISM
CYP2J2,KEGG_LINOLEIC_ACID_METABOLISM
CYP3A4,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G3,KEGG_LINOLEIC_ACID_METABOLISM
AKR1B10,KEGG_LINOLEIC_ACID_METABOLISM
CYP2C18,KEGG_LINOLEIC_ACID_METABOLISM
CYP1A2,KEGG_LINOLEIC_ACID_METABOLISM
ALOX15,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G4E,KEGG_LINOLEIC_ACID_METABOLISM
JMJD7-PLA2G4B,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G6,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G2E,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G10,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G2A,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G4A,KEGG_LINOLEIC_ACID_METABOLISM
CYP3A43,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G5,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G12B,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G4B,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G2F,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G2C,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G2D,KEGG_LINOLEIC_ACID_METABOLISM
CYP2C9,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G12A,KEGG_LINOLEIC_ACID_METABOLISM
CYP2C19,KEGG_LINOLEIC_ACID_METABOLISM
CYP2C8,KEGG_LINOLEIC_ACID_METABOLISM
CYP3A7,KEGG_LINOLEIC_ACID_METABOLISM
PLA2G1B,KEGG_LINOLEIC_ACID_METABOLISM
